index,labels,ids,parents,pop_MF,pop_F,pop_M,hholds
0,ทข.คลองสาน,TH/CT/กรุงเทพมหานคร/ทข.คลองสาน,TH/CT/กรุงเทพมหานคร,69139,37170,31969,39924
1,ทข.คลองสามวา,TH/CT/กรุงเทพมหานคร/ทข.คลองสามวา,TH/CT/กรุงเทพมหานคร,204900,108231,96669,86477
2,ทข.คลองเตย,TH/CT/กรุงเทพมหานคร/ทข.คลองเตย,TH/CT/กรุงเทพมหานคร,93193,49037,44156,77502
3,ทข.คันนายาว,TH/CT/กรุงเทพมหานคร/ทข.คันนายาว,TH/CT/กรุงเทพมหานคร,96330,51390,44940,45864
4,ทข.จตุจักร,TH/CT/กรุงเทพมหานคร/ทข.จตุจักร,TH/CT/กรุงเทพมหานคร,155297,83503,71794,126570
5,ทข.จอมทอง,TH/CT/กรุงเทพมหานคร/ทข.จอมทอง,TH/CT/กรุงเทพมหานคร,148290,78025,70265,73778
6,ทข.ดอนเมือง,TH/CT/กรุงเทพมหานคร/ทข.ดอนเมือง,TH/CT/กรุงเทพมหานคร,170791,84968,85823,77410
7,ทข.ดินแดง,TH/CT/กรุงเทพมหานคร/ทข.ดินแดง,TH/CT/กรุงเทพมหานคร,115508,62320,53188,63821
8,ทข.ดุสิต,TH/CT/กรุงเทพมหานคร/ทข.ดุสิต,TH/CT/กรุงเทพมหานคร,83897,38859,45038,31653
9,ทข.ตลิ่งชัน,TH/CT/กรุงเทพมหานคร/ทข.ตลิ่งชัน,TH/CT/กรุงเทพมหานคร,103617,55226,48391,42898
10,ทข.ทวีวัฒนา,TH/CT/กรุงเทพมหานคร/ทข.ทวีวัฒนา,TH/CT/กรุงเทพมหานคร,78749,42256,36493,34420
11,ทข.ทุ่งครุ,TH/CT/กรุงเทพมหานคร/ทข.ทุ่งครุ,TH/CT/กรุงเทพมหานคร,123700,65673,58027,54595
12,ทข.ธนบุรี,TH/CT/กรุงเทพมหานคร/ทข.ธนบุรี,TH/CT/กรุงเทพมหานคร,103377,54983,48394,57707
13,ทข.บางกอกน้อย,TH/CT/กรุงเทพมหานคร/ทข.บางกอกน้อย,TH/CT/กรุงเทพมหานคร,103791,54691,49100,50652
14,ทข.บางกอกใหญ่,TH/CT/กรุงเทพมหานคร/ทข.บางกอกใหญ่,TH/CT/กรุงเทพมหานคร,63861,33874,29987,32258
15,ทข.บางกะปิ,TH/CT/กรุงเทพมหานคร/ทข.บางกะปิ,TH/CT/กรุงเทพมหานคร,144732,78900,65832,107103
16,ทข.บางขุนเทียน,TH/CT/กรุงเทพมหานคร/ทข.บางขุนเทียน,TH/CT/กรุงเทพมหานคร,186144,98400,87744,91013
17,ทข.บางคอแหลม,TH/CT/กรุงเทพมหานคร/ทข.บางคอแหลม,TH/CT/กรุงเทพมหานคร,82733,43649,39084,39812
18,ทข.บางซื่อ,TH/CT/กรุงเทพมหานคร/ทข.บางซื่อ,TH/CT/กรุงเทพมหานคร,122410,65471,56939,76116
19,ทข.บางนา,TH/CT/กรุงเทพมหานคร/ทข.บางนา,TH/CT/กรุงเทพมหานคร,88535,47555,40980,72092
20,ทข.บางบอน,TH/CT/กรุงเทพมหานคร/ทข.บางบอน,TH/CT/กรุงเทพมหานคร,104366,54469,49897,50825
21,ทข.บางพลัด,TH/CT/กรุงเทพมหานคร/ทข.บางพลัด,TH/CT/กรุงเทพมหานคร,89417,48708,40709,55838
22,ทข.บางรัก,TH/CT/กรุงเทพมหานคร/ทข.บางรัก,TH/CT/กรุงเทพมหานคร,45757,24230,21527,32371
23,ทข.บางเขน,TH/CT/กรุงเทพมหานคร/ทข.บางเขน,TH/CT/กรุงเทพมหานคร,187377,99379,87998,114661
24,ทข.บางแค,TH/CT/กรุงเทพมหานคร/ทข.บางแค,TH/CT/กรุงเทพมหานคร,193303,103527,89776,94020
25,ทข.บึงกุ่ม,TH/CT/กรุงเทพมหานคร/ทข.บึงกุ่ม,TH/CT/กรุงเทพมหานคร,140817,76618,64199,75943
26,ทข.ปทุมวัน,TH/CT/กรุงเทพมหานคร/ทข.ปทุมวัน,TH/CT/กรุงเทพมหานคร,43338,23028,20310,32590
27,ทข.ประเวศ,TH/CT/กรุงเทพมหานคร/ทข.ประเวศ,TH/CT/กรุงเทพมหานคร,181821,96478,85343,92009
28,ทข.ป้อมปราบศัตรูพ่าย,TH/CT/กรุงเทพมหานคร/ทข.ป้อมปราบศัตรูพ่าย,TH/CT/กรุงเทพมหานคร,41524,21327,20197,19627
29,ทข.พญาไท,TH/CT/กรุงเทพมหานคร/ทข.พญาไท,TH/CT/กรุงเทพมหานคร,67388,34272,33116,44727
30,ทข.พระนคร,TH/CT/กรุงเทพมหานคร/ทข.พระนคร,TH/CT/กรุงเทพมหานคร,44923,23248,21675,19137
31,ทข.พระโขนง,TH/CT/กรุงเทพมหานคร/ทข.พระโขนง,TH/CT/กรุงเทพมหานคร,87856,48243,39613,60007
32,ทข.ภาษีเจริญ,TH/CT/กรุงเทพมหานคร/ทข.ภาษีเจริญ,TH/CT/กรุงเทพมหานคร,124318,66372,57946,65843
33,ทข.มีนบุรี,TH/CT/กรุงเทพมหานคร/ทข.มีนบุรี,TH/CT/กรุงเทพมหานคร,142197,75097,67100,61665
34,ทข.ยานนาวา,TH/CT/กรุงเทพมหานคร/ทข.ยานนาวา,TH/CT/กรุงเทพมหานคร,76564,40920,35644,53614
35,ทข.ราชเทวี,TH/CT/กรุงเทพมหานคร/ทข.ราชเทวี,TH/CT/กรุงเทพมหานคร,69264,36127,33137,52494
36,ทข.ราษฎร์บูรณะ,TH/CT/กรุงเทพมหานคร/ทข.ราษฎร์บูรณะ,TH/CT/กรุงเทพมหานคร,78687,41200,37487,37664
37,ทข.ลาดกระบัง,TH/CT/กรุงเทพมหานคร/ทข.ลาดกระบัง,TH/CT/กรุงเทพมหานคร,178971,93840,85131,98260
38,ทข.ลาดพร้าว,TH/CT/กรุงเทพมหานคร/ทข.ลาดพร้าว,TH/CT/กรุงเทพมหานคร,117108,63876,53232,57916
39,ทข.วังทองหลาง,TH/CT/กรุงเทพมหานคร/ทข.วังทองหลาง,TH/CT/กรุงเทพมหานคร,107458,58405,49053,62673
40,ทข.วัฒนา,TH/CT/กรุงเทพมหานคร/ทข.วัฒนา,TH/CT/กรุงเทพมหานคร,81623,43651,37972,82407
41,ทข.สวนหลวง,TH/CT/กรุงเทพมหานคร/ทข.สวนหลวง,TH/CT/กรุงเทพมหานคร,123609,67110,56499,81116
42,ทข.สะพานสูง,TH/CT/กรุงเทพมหานคร/ทข.สะพานสูง,TH/CT/กรุงเทพมหานคร,96092,52034,44058,41308
43,ทข.สัมพันธวงศ์,TH/CT/กรุงเทพมหานคร/ทข.สัมพันธวงศ์,TH/CT/กรุงเทพมหานคร,21324,10957,10367,13197
44,ทข.สาทร,TH/CT/กรุงเทพมหานคร/ทข.สาทร,TH/CT/กรุงเทพมหานคร,75735,39907,35828,43459
45,ทข.สายไหม,TH/CT/กรุงเทพมหานคร/ทข.สายไหม,TH/CT/กรุงเทพมหานคร,207272,110020,97252,106139
46,ทข.หนองจอก,TH/CT/กรุงเทพมหานคร/ทข.หนองจอก,TH/CT/กรุงเทพมหานคร,177979,91415,86564,66754
47,ทข.หนองแขม,TH/CT/กรุงเทพมหานคร/ทข.หนองแขม,TH/CT/กรุงเทพมหานคร,156203,83319,72884,62675
48,ทข.หลักสี่,TH/CT/กรุงเทพมหานคร/ทข.หลักสี่,TH/CT/กรุงเทพมหานคร,102704,53807,48897,57833
49,ทข.ห้วยขวาง,TH/CT/กรุงเทพมหานคร/ทข.ห้วยขวาง,TH/CT/กรุงเทพมหานคร,84233,46519,37714,85046
50,ทต.กกโก,TH/CT/16/ทต.กกโก,TH/CT/16,10303,5549,4754,5177
51,ทต.กงไกรลาศ,TH/CT/64/ทต.กงไกรลาศ,TH/CT/64,4119,2167,1952,2016
52,ทต.กบินทร์,TH/E_/25/ทต.กบินทร์,TH/E_/25,3837,2065,1772,2193
53,ทต.กม.5,TH/W_/ประจวบคีรีขันธ์/ทต.กม.5,TH/W_/ประจวบคีรีขันธ์,3599,1869,1730,1389
54,ทต.กมลาไสย,TH/NE/46/ทต.กมลาไสย,TH/NE/46,9816,5165,4651,3618
55,ทต.กรอกสมบูรณ์,TH/E_/25/ทต.กรอกสมบูรณ์,TH/E_/25,3481,1753,1728,1272
56,ทต.กระจัน,TH/CT/72/ทต.กระจัน,TH/CT/72,7331,3763,3568,1949
57,ทต.กระจับ,TH/W_/70/ทต.กระจับ,TH/W_/70,7806,4104,3702,3708
58,ทต.กระดังงา,TH/CT/75/ทต.กระดังงา,TH/CT/75,2219,1183,1036,851
59,ทต.กระบี่น้อย,TH/S_/81/ทต.กระบี่น้อย,TH/S_/81,18239,9251,8988,8566
60,ทต.กระสัง,TH/NE/31/ทต.กระสัง,TH/NE/31,3398,1787,1611,1797
61,ทต.กระหวัน,TH/NE/33/ทต.กระหวัน,TH/NE/33,8819,4467,4352,2196
62,ทต.กระโสม,TH/S_/82/ทต.กระโสม,TH/S_/82,1810,949,861,773
63,ทต.กรับใหญ่,TH/W_/70/ทต.กรับใหญ่,TH/W_/70,12962,6719,6243,3815
64,ทต.กลางดง,TH/NE/30/ทต.กลางดง,TH/NE/30,5021,2559,2462,2665
65,ทต.กองดิน,TH/E_/21/ทต.กองดิน,TH/E_/21,4838,2447,2391,1831
66,ทต.กะรน,TH/S_/83/ทต.กะรน,TH/S_/83,7733,4072,3661,8500
67,ทต.กะเปอร์,TH/S_/85/ทต.กะเปอร์,TH/S_/85,1555,798,757,666
68,ทต.กังแอน,TH/S_/32/ทต.กังแอน,TH/S_/32,5727,3028,2699,3380
69,ทต.กันทรอม,TH/NE/33/ทต.กันทรอม,TH/NE/33,9011,4426,4585,2236
70,ทต.กันทรารมย์,TH/NE/33/ทต.กันทรารมย์,TH/NE/33,6082,3145,2937,3182
71,ทต.กาญจนดิษฐ์,TH/S_/84/ทต.กาญจนดิษฐ์,TH/S_/84,9539,4956,4583,4674
72,ทต.กำเนิดนพคุณ,TH/W_/ประจวบคีรีขันธ์/ทต.กำเนิดนพคุณ,TH/W_/ประจวบคีรีขันธ์,2624,1329,1295,1618
73,ทต.กำแพง,TH/NE/33/ทต.กำแพง,TH/NE/33,2705,1399,1306,1327
74,ทต.กำแพง,TH/S_/91/ทต.กำแพง,TH/S_/91,5009,2629,2380,2834
75,ทต.กำแพงดิน,TH/CT/66/ทต.กำแพงดิน,TH/CT/66,2194,1142,1052,823
76,ทต.กำแพงเพชร,TH/S_/90/ทต.กำแพงเพชร,TH/S_/90,4913,2540,2373,2550
77,ทต.กำแพงแสน,TH/CT/73/ทต.กำแพงแสน,TH/CT/73,6840,3600,3240,4177
78,ทต.กุดข้าวปุ้น,TH/NE/34/ทต.กุดข้าวปุ้น,TH/NE/34,4136,2036,2100,1454
79,ทต.กุดจับ,TH/NE/41/ทต.กุดจับ,TH/NE/41,10254,5300,4954,3849
80,ทต.กุดจิก,TH/NE/30/ทต.กุดจิก,TH/NE/30,2647,1394,1253,1257
81,ทต.กุดชมภู,TH/NE/34/ทต.กุดชมภู,TH/NE/34,11742,5839,5903,4337
82,ทต.กุดชุมพัฒนา,TH/NE/35/ทต.กุดชุมพัฒนา,TH/NE/35,4846,2476,2370,2162
83,ทต.กุดดินจี่,TH/NE/39/ทต.กุดดินจี่,TH/NE/39,5641,2866,2775,1812
84,ทต.กุดดู่,TH/NE/39/ทต.กุดดู่,TH/NE/39,2767,1381,1386,739
85,ทต.กุดนกเปล้า,TH/CT/19/ทต.กุดนกเปล้า,TH/CT/19,5887,3028,2859,2566
86,ทต.กุดน้ำใส,TH/NE/ขอนแก่น/ทต.กุดน้ำใส,TH/NE/ขอนแก่น,8483,4316,4167,2551
87,ทต.กุดบาก,TH/NE/47/ทต.กุดบาก,TH/NE/47,5123,2643,2480,1845
88,ทต.กุดประทาย,TH/NE/34/ทต.กุดประทาย,TH/NE/34,13622,6714,6908,5015
89,ทต.กุดสิม,TH/NE/46/ทต.กุดสิม,TH/NE/46,10274,5283,4991,4467
90,ทต.กุดหว้า,TH/NE/46/ทต.กุดหว้า,TH/NE/46,5249,2723,2526,2052
91,ทต.กุมภวาปี,TH/NE/41/ทต.กุมภวาปี,TH/NE/41,8215,4260,3955,4457
92,ทต.กุยบุรี,TH/W_/ประจวบคีรีขันธ์/ทต.กุยบุรี,TH/W_/ประจวบคีรีขันธ์,8793,4588,4205,4194
93,ทต.กุสุมาลย์,TH/NE/47/ทต.กุสุมาลย์,TH/NE/47,4065,2097,1968,1689
94,ทต.กู่กาสิงห์,TH/NE/45/ทต.กู่กาสิงห์,TH/NE/45,4636,2365,2271,1578
95,ทต.ขนอม,TH/S_/นครศรีธรรมราช/ทต.ขนอม,TH/S_/นครศรีธรรมราช,4424,2219,2205,2412
96,ทต.ขวาว,TH/NE/45/ทต.ขวาว,TH/NE/45,9000,4566,4434,2200
97,ทต.ขาณุวรลักษบุรี,TH/CT/62/ทต.ขาณุวรลักษบุรี,TH/CT/62,8110,4186,3924,3403
98,ทต.ขามทะเลสอ,TH/NE/30/ทต.ขามทะเลสอ,TH/NE/30,4240,2143,2097,2128
99,ทต.ขามป้อม,TH/NE/34/ทต.ขามป้อม,TH/NE/34,9563,4735,4828,3156
100,ทต.ขามสะแกแสง,TH/NE/30/ทต.ขามสะแกแสง,TH/NE/30,5134,2689,2445,1892
101,ทต.ขามเรียง,TH/NE/44/ทต.ขามเรียง,TH/NE/44,16511,9848,6663,5518
102,ทต.ขามใหญ่,TH/NE/34/ทต.ขามใหญ่,TH/NE/34,39046,20404,18642,19877
103,ทต.ขุนทะเล,TH/S_/84/ทต.ขุนทะเล,TH/S_/84,16325,9099,7226,11181
104,ทต.ขุนพัดเพ็ง,TH/CT/72/ทต.ขุนพัดเพ็ง,TH/CT/72,5406,2719,2687,1829
105,ทต.ขุนยวม,TH/N_/58/ทต.ขุนยวม,TH/N_/58,3477,1774,1703,1709
106,ทต.ขุนหาญ,TH/NE/33/ทต.ขุนหาญ,TH/NE/33,10856,5494,5362,3718
107,ทต.คชสิทธิ์,TH/CT/19/ทต.คชสิทธิ์,TH/CT/19,1353,696,657,652
108,ทต.ครึ่ง,TH/N_/57/ทต.ครึ่ง,TH/N_/57,6374,3178,3196,2674
109,ทต.คลองขลุง,TH/CT/62/ทต.คลองขลุง,TH/CT/62,1980,1027,953,1019
110,ทต.คลองขุด,TH/S_/91/ทต.คลองขุด,TH/S_/91,20369,9815,10554,9086
111,ทต.คลองจิก,TH/CT/14/ทต.คลองจิก,TH/CT/14,9339,4936,4403,5310
112,ทต.คลองชะอุ่น,TH/S_/84/ทต.คลองชะอุ่น,TH/S_/84,9500,4723,4777,3342
113,ทต.คลองด่าน,TH/CT/11/ทต.คลองด่าน,TH/CT/11,11390,5781,5609,3174
114,ทต.คลองตำหรุ,TH/E_/ชลบุรี/ทต.คลองตำหรุ,TH/E_/ชลบุรี,4722,2496,2226,6486
115,ทต.คลองท่อมใต้,TH/S_/81/ทต.คลองท่อมใต้,TH/S_/81,3518,1828,1690,1779
116,ทต.คลองปาง,TH/S_/92/ทต.คลองปาง,TH/S_/92,2255,1160,1095,1325
117,ทต.คลองพน,TH/S_/81/ทต.คลองพน,TH/S_/81,2889,1491,1398,1288
118,ทต.คลองพิไกร,TH/CT/62/ทต.คลองพิไกร,TH/CT/62,5929,3045,2884,2229
119,ทต.คลองลานพัฒนา,TH/CT/62/ทต.คลองลานพัฒนา,TH/CT/62,22639,11509,11130,8484
120,ทต.คลองวาฬ,TH/W_/ประจวบคีรีขันธ์/ทต.คลองวาฬ,TH/W_/ประจวบคีรีขันธ์,4440,2292,2148,1839
121,ทต.คลองสวน,TH/CT/11/ทต.คลองสวน,TH/CT/11,3000,1539,1461,851
122,ทต.คลองเต็ง,TH/S_/92/ทต.คลองเต็ง,TH/S_/92,3744,1951,1793,1709
123,ทต.คลองแงะ,TH/S_/90/ทต.คลองแงะ,TH/S_/90,8270,4199,4071,3415
124,ทต.คลองแม่ลาย,TH/CT/62/ทต.คลองแม่ลาย,TH/CT/62,5858,3011,2847,2428
125,ทต.คลองโยง,TH/CT/73/ทต.คลองโยง,TH/CT/73,10601,5556,5045,4390
126,ทต.คลองใหญ่,TH/E_/22/ทต.คลองใหญ่,TH/E_/22,5315,2663,2652,2069
127,ทต.คลองใหญ่,TH/E_/23/ทต.คลองใหญ่,TH/E_/23,5333,2710,2623,2440
128,ทต.คลองไผ่,TH/NE/30/ทต.คลองไผ่,TH/NE/30,3729,1712,2017,1738
129,ทต.ควนกุน,TH/S_/92/ทต.ควนกุน,TH/S_/92,2178,1118,1060,747
130,ทต.ควนขนุน,TH/S_/93/ทต.ควนขนุน,TH/S_/93,2156,1138,1018,1176
131,ทต.ควนเนียง,TH/S_/90/ทต.ควนเนียง,TH/S_/90,4170,2228,1942,1753
132,ทต.ควนโดน,TH/S_/91/ทต.ควนโดน,TH/S_/91,5426,2719,2707,1925
133,ทต.คอกช้าง,TH/S_/95/ทต.คอกช้าง,TH/S_/95,1499,731,768,584
134,ทต.คอนสวรรค์,TH/NE/36/ทต.คอนสวรรค์,TH/NE/36,4257,2252,2005,1885
135,ทต.คอนสาร,TH/NE/36/ทต.คอนสาร,TH/NE/36,4242,2218,2024,1428
136,ทต.คอแลน,TH/NE/34/ทต.คอแลน,TH/NE/34,13215,6534,6681,4084
137,ทต.คำชะอี,TH/NE/49/ทต.คำชะอี,TH/NE/49,2385,1203,1182,1126
138,ทต.คำตากล้า,TH/NE/47/ทต.คำตากล้า,TH/NE/47,7314,3716,3598,2274
139,ทต.คำน้ำแซบ,TH/NE/34/ทต.คำน้ำแซบ,TH/NE/34,8019,4037,3982,3144
140,ทต.คำบง,TH/NE/46/ทต.คำบง,TH/NE/46,10458,5193,5265,2975
141,ทต.คำบ่อ,TH/NE/47/ทต.คำบ่อ,TH/NE/47,13836,7017,6819,4108
142,ทต.คำพราน,TH/CT/19/ทต.คำพราน,TH/CT/19,4204,2117,2087,2053
143,ทต.คำพอุง,TH/NE/45/ทต.คำพอุง,TH/NE/45,9288,4601,4687,2596
144,ทต.คำม่วง,TH/NE/46/ทต.คำม่วง,TH/NE/46,3936,1998,1938,1684
145,ทต.คำอาฮวน,TH/NE/49/ทต.คำอาฮวน,TH/NE/49,12801,6363,6438,4615
146,ทต.คำเขื่อนแก้ว,TH/NE/35/ทต.คำเขื่อนแก้ว,TH/NE/35,3857,1956,1901,1547
147,ทต.คำใหญ่,TH/NE/46/ทต.คำใหญ่,TH/NE/46,5005,2535,2470,1601
148,ทต.คุระบุรี,TH/S_/82/ทต.คุระบุรี,TH/S_/82,3467,1756,1711,2121
149,ทต.คุ้งตะเภา,TH/N_/53/ทต.คุ้งตะเภา,TH/N_/53,8839,4566,4273,3468
150,ทต.คุ้งสำเภา,TH/CT/18/ทต.คุ้งสำเภา,TH/CT/18,1865,954,911,988
151,ทต.คูเต่า,TH/S_/90/ทต.คูเต่า,TH/S_/90,11447,5773,5674,3155
152,ทต.คูเมือง,TH/NE/31/ทต.คูเมือง,TH/NE/31,3592,1788,1804,1939
153,ทต.ค้อวัง,TH/NE/35/ทต.ค้อวัง,TH/NE/35,4505,2299,2206,1608
154,ทต.งิม,TH/N_/56/ทต.งิม,TH/N_/56,6748,3411,3337,2474
155,ทต.จตุรพักตรพิมาน,TH/NE/45/ทต.จตุรพักตรพิมาน,TH/NE/45,3875,2083,1792,1571
156,ทต.จระเข้หิน,TH/NE/30/ทต.จระเข้หิน,TH/NE/30,6151,3246,2905,2379
157,ทต.จริม,TH/N_/53/ทต.จริม,TH/N_/53,8520,4152,4368,2354
158,ทต.จอมทอง,TH/NE/39/ทต.จอมทอง,TH/NE/39,5018,2470,2548,1509
159,ทต.จอมทอง,TH/N_/เชียงใหม่/ทต.จอมทอง,TH/N_/เชียงใหม่,9272,4978,4294,4522
160,ทต.จอมบึง,TH/W_/70/ทต.จอมบึง,TH/W_/70,4890,2613,2277,3588
161,ทต.จอมพระ,TH/S_/32/ทต.จอมพระ,TH/S_/32,4150,2180,1970,1916
162,ทต.จอมพลเจ้าพระยา,TH/E_/21/ทต.จอมพลเจ้าพระยา,TH/E_/21,695,350,345,433
163,ทต.จอหอ,TH/NE/30/ทต.จอหอ,TH/NE/30,16700,8428,8272,9676
164,ทต.จะนะ,TH/S_/90/ทต.จะนะ,TH/S_/90,6884,3500,3384,3292
165,ทต.จักราช,TH/NE/30/ทต.จักราช,TH/NE/30,4077,2175,1902,1590
